AnonID,year,nonspec_EM1a,nonspec_EM1b,nonspec_MNS1a,nonspec_MNS1b,nonspec_MSE1a,nonspec_MSE1b,spec_CAP,spec_ILA,spec_PPS
Se0cf321d,2016/7,,,,,,,79,73,
Se0f595dd,2015/6,,,,,,,84,72,
Se1048446,2015/6,,,,,,,52,76,47
Se1109e5a,2016/7,,,,,,,61,74,
Se11643f7,2016/7,,,,,,,82,89,91
Se121cc83,2015/6,,,,,,,82,,
Se14fc203,2016/7,,,,,,,46,,42
Se18d18d4,2013/4,,,,,,,80,,91
Se1e8ec6d,2016/7,,,,,,,52,58,64
Se1f6e546,2013/4,,,,,,,56,45,57
Se20558e9,2016/7,,,,,,,74,78,
Se232c80a,2014/5,,,,,,,91,80,
Se244120c,2013/4,,,,,,,61,65,71
Se24600fc,2013/4,,,,,,,32,43,
Se29eba6b,2016/7,,,,,,,89,79,
Se2e4d7a4,2017/8,,,,,,,76,86,0
Se30dd25b,2013/4,,,,,,,46,48,53
Se346601a,2016/7,,,,,,,82,67,
Se35acd50,2014/5,,,,,,,69,70,
Se3716d19,2015/6,,,,,,,94,99,
Se38e3b3a,2013/4,,,,,,,44,46,
Se39e632c,2016/7,,,,,,,74,88,75
Se3a9be6a,2017/8,,,,,,,68,76,60
Se3ba0205,2016/7,,,,,,,88,82,83
Se3bd12f7,2016/7,,,,,,,72,66,48
Se3bf2b66,2015/6,,,,,,,92,91,81
Se3da101d,2017/8,,,,,,,83,,
Se3dfe60b,2014/5,,,,,,,64,61,82
Se3ec4291,2017/8,,,,,,,80,73,
Se40b4153,2017/8,,,,,,,62,70,67
Se416b386,2013/4,,,,,,,74,59,
Se4209849,2016/7,,,,,,,52,60,
Se45da7e1,2016/7,,,,,,,55,55,
Se4cca240,2013/4,,,,,,,53,54,73
Se50089ae,2013/4,,,,,,,80,67,
Se50af36d,2017/8,,,,,,,90,94,
Se524df0d,2015/6,,,,,,,70,82,66
Se532adde,2016/7,,,,,,,61,64,
Se55a7ef3,2014/5,,,,,,,43,45,47
Se5673dd5,2015/6,,,,,,,84,82,
Se5995d9d,2017/8,,,,,,,72,81,49
Se5b254d2,2013/4,,,,,,,79,62,
Se5bbf1be,2015/6,,,,,,,29,31,
Se5d5ad0c,2014/5,,,,,,,69,58,
Se6bbdb88,2017/8,,,,,,,84,75,
Se6e27e3d,2013/4,,,,,,,44,78,
Se6e68ab6,2017/8,,,,,,,47,72,46
Se6e69521,2017/8,,,,,,,60,84,
Se7167223,2017/8,,,,,,,85,87,77
Se71c71a3,2016/7,,,,,,,40,,45
Se7609cc3,2016/7,,,,,,,85,88,73
Se786dc09,2017/8,,,,,,,88,85,67
Se79f2173,2016/7,,,,,,,58,59,
Se7c1fdd0,2015/6,,,,,,,95,,94
Se7ccb3a0,2015/6,,,,,,,87,86,77
Se7cd183b,2015/6,,,,,,,51,71,76
Se7d58e38,2014/5,,,,,,,75,67,73
Se7ede46d,2013/4,,,,,,,56,50,43
Se7fa3169,2017/8,,,,,,,80,91,77
Se80ef309,2016/7,,,,,,,88,89,
Se83d58a3,2014/5,,,,,,,76,76,
Se89fa48a,2016/7,,,,,,,49,52,
Se8a4c135,2013/4,,,,,,,56,58,
Se8ba85bb,2015/6,,,,,,,54,50,
Se8c9345b,2015/6,,,,,,,90,73,
Se90cd33d,2016/7,,,,,,,90,81,95
Se927c5f5,2015/6,,,,,,,87,98,85
Se95552c9,2016/7,,,,,,,60,58,
Se962c22a,2014/5,,,,,,,26,,
Se98240da,2015/6,,,,,,,52,50,45
Se9b2521b,2014/5,,,,,,,68,64,
Se9f45a2e,2017/8,,,,,,,41,63,47
Se9f9bd48,2015/6,,,,,,,51,70,52
Sea49ca32,2013/4,,,,,,,93,93,95
Sea835c87,2013/4,,,,,,,46,49,
Sea87010a,2013/4,,,,,,,6,6,
Sea8793da,2013/4,,,,,,,53,,
Seaa1ff94,2013/4,,,,,,,60,57,
Seaa70948,2015/6,,,,,,,92,86,87
Seacb87e8,2014/5,,,,,,,85,72,
Seb03d5ca,2013/4,,,,,,,62,60,61
Seb1c1e8e,2014/5,,,,,,,50,56,
Seb26eb7c,2015/6,,,,,,,81,90,69
Seb276b96,2014/5,,,,,,,56,67,54
Seb53b3c7,2016/7,,,,,,,67,78,61
Seb547c40,2016/7,,,,,,,74,71,
Seb638a67,2014/5,,,,,,,84,81,90
Seb718204,2015/6,,,,,,,62,67,51
Seb95820c,2017/8,,,,,,,82,71,
Sebb0d54e,2013/4,,,,,,,61,78,
Sebd1a30f,2015/6,,,,,,,66,83,
Sebd258e1,2013/4,,,,,,,40,45,
Sebe1c7bd,2013/4,,,,,,,81,76,90
Sebff11e3,2016/7,,,,,,,71,61,
Sec1a7982,2016/7,,,,,,,40,51,
Sec95a54d,2014/5,,,,,,,51,52,
Sed14fec8,2014/5,,,,,,,68,46,67
Sed3f5e81,2015/6,,,,,,,68,63,
Sed45fc8c,2014/5,,,,,,,78,63,78
Sed53d021,2014/5,,,,,,,34,35,
See0425ee,2016/7,,,,,,,42,50,55
See084d42,2017/8,,,,,,,72,73,
See123da5,2015/6,,,,,,,78,73,79
See195900,2016/7,,,,,,,63,59,
See3f4f61,2013/4,,,,,,,63,66,
See580f1e,2013/4,,,,,,,61,69,61
See7e4711,2017/8,,,,,,,67,72,
See934b73,2016/7,,,,,,,51,61,
Seea404e5,2014/5,,,,,,,85,74,85
Seed89ff6,2013/4,,,,,,,73,56,54
Seedefbfa,2017/8,,,,,,,76,88,
Sef14ab8f,2013/4,,,,,,,25,38,
Sef289367,2015/6,,,,,,,97,96,91
Sef34c519,2013/4,,,,,,,79,60,72
Sef410052,2015/6,,,,,,,72,69,55
Sefa43631,2014/5,,,,,,,53,49,
Sefc3109a,2017/8,,,,,,,19,48,
Sf00d89ed,2017/8,,,,,,,53,56,
Sf02dc33a,2013/4,,,,,,,77,51,69
Sf064bcee,2013/4,,,,,,,49,,
Sf0840af8,2015/6,,,,,,,51,,
Sf0908d04,2017/8,,,,,,,53,63,
Sf0bf06a3,2017/8,,,,,,,91,96,66
Sf0e288e8,2016/7,,,,,,,58,69,42
Sf1233203,2016/7,,,,,,,88,73,76
Sf13267a8,2014/5,,,,,,,63,64,
Sf13d2b9f,2014/5,,,,,,,86,80,
Sf16dfb13,2013/4,,,,,,,78,75,69
Sf18381d8,2015/6,,,,,,,79,90,82
Sf1984523,2013/4,,,,,,,34,20,29
Sf1ac732c,2015/6,,,,,,,80,86,60
Sf1da92fc,2016/7,,,,,,,60,70,
Sf1e1d302,2017/8,,,,,,,60,77,66
Sf1e443d0,2014/5,,,,,,,92,,84
Sf1e5381e,2013/4,,,,,,,72,60,75
Sf1e5e76b,2013/4,,,,,,,80,,
Sf2036934,2014/5,,,,,,,29,26,
Sf20cb8f3,2017/8,,,,,,,84,92,78
Sf223f3b6,2017/8,,,,,,,84,87,73
Sf2890e58,2013/4,,,,,,,54,63,62
Sf2b0b9f5,2016/7,,,,,,,84,91,70
Sf2d901a1,2014/5,,,,,,,71,47,51
Sf2fe4b33,2017/8,,,,,,,66,86,73
Sf3134e53,2014/5,,,,,,,54,47,66
Sf33762df,2017/8,,,,,,,67,81,61
Sf348a404,2014/5,,,,,,,62,56,
Sf35271a9,2016/7,,,,,,,86,78,83
Sf3828430,2016/7,,,,,,,69,49,53
Sf384ffbb,2016/7,,,,,,,62,69,
Sf38e2c7e,2015/6,,,,,,,76,67,57
Sf38f6c66,2017/8,,,,,,,62,74,
Sf415e68d,2014/5,,,,,,,49,53,
Sf43c94d6,2015/6,,,,,,,96,85,
Sf43dd4ce,2016/7,,,,,,,48,48,
Sf462daa5,2015/6,,,,,,,90,86,
Sf47a8364,2013/4,,,,,,,75,58,62
Sf4b5b1e5,2016/7,,,,,,,81,81,
Sf4fe1c33,2013/4,,,,,,,51,,
Sf5401670,2017/8,,,,,,,42,73,48
Sf5496c69,2013/4,,,,,,,55,54,
Sf58f79f3,2013/4,,,,,,,21,26,9
Sf5a69658,2016/7,,,,,,,48,77,
Sf60100d0,2017/8,,,,,,,87,91,64
Sf60cc3e7,2014/5,,,,,,,95,85,
Sf63db56f,2017/8,,,,,,,59,59,57
Sf67f62b0,2013/4,,,,,,,76,65,89
Sf6914579,2014/5,,,,,,,89,79,
Sf72038db,2013/4,,,,,,,67,69,
Sf73b7e57,2015/6,,,,,,,56,73,66
Sf766726b,2014/5,,,,,,,88,58,77
Sf7d7afcd,2016/7,,,,,,,84,84,71
Sf7d8bee8,2015/6,,,,,,,97,89,73
Sf7f980c1,2014/5,,,,,,,64,51,63
Sf808e9b5,2014/5,,,,,,,40,23,19
Sf82d8a11,2016/7,,,,,,,30,56,
Sf85bf911,2016/7,,,,,,,63,78,
Sf8705668,2015/6,,,,,,,58,80,70
Sf8c3dbab,2016/7,,,,,,,76,75,
Sf8ca1813,2017/8,,,,,,,52,46,
Sf95c9692,2013/4,,,,,,,84,86,
Sf9e5a170,2014/5,,,,,,,97,89,99
Sfa19391c,2014/5,,,,,,,41,19,
Sfa316d8b,2013/4,,,,,,,79,71,
Sfa39fe8c,2013/4,,,,,,,77,68,85
Sfa3c7ee9,2017/8,,,,,,,44,69,
Sfa483b48,2016/7,,,,,,,58,62,53
Sfa4c10a6,2017/8,,,,,,,83,94,79
Sfa746574,2015/6,,,,,,,97,90,92
Sfa8bf3a5,2016/7,,,,,,,47,47,
Sfb5c1ca0,2014/5,,,,,,,94,84,89
Sfb631f44,2016/7,,,,,,,57,56,
Sfb810d33,2016/7,,,,,,,46,57,43
Sfb848d46,2017/8,,,,,,,85,75,
Sfb8a4eab,2014/5,,,,,,,66,48,
Sfc1660ae,2013/4,,,,,,,83,79,88
Sfc204b61,2016/7,,,,,,,57,65,
Sfc2fae50,2016/7,,,,,,,77,50,
Sfc636a27,2013/4,,,,,,,74,67,
Sfc90440f,2015/6,,,,,,,75,78,
Sfccfc723,2014/5,,,,,,,20,10,
Sfd283ae7,2017/8,,,,,,,57,63,52
Sfd306c06,2016/7,,,,,,,41,46,
Sfd596de3,2014/5,,,,,,,57,46,44
Sfe00ed40,2015/6,,,,,,,45,,
Sfe24787d,2016/7,,,,,,,61,58,58
Sfe4a82e9,2017/8,,,,,,,85,85,
Sfe602f0d,2013/4,,,,,,,44,44,
Sfe6404f3,2017/8,,,,,,,56,69,45
Sfe73d1f7,2013/4,,,,,,,37,42,32
Sfe7a361e,2013/4,,,,,,,70,51,
Sfeb2dbbf,2014/5,,,,,,,50,44,
Sfec6289f,2017/8,,,,,,,41,46,
Sfec7c181,2014/5,,,,,,,7,,
Sfed01bb5,2015/6,,,,,,,70,56,
Sfefb6bb9,2016/7,,,,,,,63,63,
Sfefdd0c0,2013/4,,,,,,,79,75,93
Sff55ab3c,2014/5,,,,,,,63,62,77
Sff71bc66,2014/5,,,,,,,57,,
Sffa6bec2,2017/8,,,,,,,50,79,53
Sffc4fcbf,2017/8,,,,,,,73,86,64
Sffc7ff09,2017/8,,,,,,,79,94,79
Sffcde072,2016/7,,,,,,,50,62,70
Sffd0e6a3,2014/5,,,,,,,75,66,64
Sffd380bd,2014/5,,,,,,,53,39,
Sffe6e92d,2015/6,,,,,,,81,64,60
S000280e5,2013/4,,,,,,,,33,
S007a963e,2015/6,,,,,,,,59,
S00ba5e09,2015/6,,,,,,,,78,
S0128fb76,2016/7,,,,,,,,36,
S032cc436,2017/8,,,,,,,,45,
S04a08cac,2014/5,,,,,,,,19,
S04bc3852,2016/7,,,,,,,,29,
S05449332,2013/4,,,,,,,,54,
S05cf50e5,2014/5,,,,,,,,56,
S06e8ff83,2015/6,,,,,,,,73,
S07be2bf5,2017/8,,,,,,,,51,
S0840c164,2015/6,,,,,,,,40,
S089c9393,2016/7,,,,,,,,66,
S08b5e2a4,2017/8,,,,,,,,49,
S0ad5aadb,2016/7,,,,,,,,27,
S0ca75131,2016/7,,,,,,,,2,
S0f9d6576,2015/6,,,,,,,,57,
S10117a90,2017/8,,,,,,,,61,
S1061ae02,2017/8,,,,,,,,55,
S131e698e,2015/6,,,,,,,,78,
S1400ac77,2016/7,,,,,,,,74,
S14ace5c0,2014/5,,,,,,,,23,
S14f1d22a,2016/7,,,,,,,,56,
S176c08e1,2016/7,,,,,,,,53,
S177836ac,2014/5,,,,,,,,72,
S180db6fc,2014/5,,,,,,,,64,
S181f9ace,2013/4,,,,,,,,75,
S1938edb8,2014/5,,,,,,,,59,
S198f0630,2015/6,,,,,,,,42,
S1b02694c,2016/7,,,,,,,,54,
S1bee5345,2014/5,,,,,,,,66,
S1fe934ef,2017/8,,,,,,,,73,
S20f68eff,2017/8,,,,,,,,77,72
S21183dd4,2013/4,,,,,,,,57,
S216376d7,2014/5,,,,,,,,46,
S22d6916f,2014/5,,,,,,,,4,
S23b460cd,2017/8,,,,,,,,37,
S264532e8,2017/8,,,,,,,,57,39
S26adfc6a,2014/5,,,,,,,,66,
S277ba763,2016/7,,,,,,,,71,
S29093ec3,2013/4,,,,,,,,41,
S2a53ec98,2014/5,,,,,,,,34,
S2b063704,2014/5,,,,,,,,79,
S2d2f1d6f,2014/5,,,,,,,,42,
S2fad57d0,2015/6,,,,,,,,54,
S3192763a,2014/5,,,,,,,,52,
S338734dc,2017/8,,,,,,,,46,
S35254fb0,2015/6,,,,,,,,67,
S37462354,2016/7,,,,,,,,73,
S379c0664,2015/6,,,,,,,,74,
S38032c35,2014/5,,,,,,,,26,
S38bbbf6c,2014/5,,,,,,,,52,
S3979055d,2015/6,,,,,,,,63,
S3c622e40,2016/7,,,,,,,,83,
S3ca580e6,2015/6,,,,,,,,21,
S3d0cbb12,2015/6,,,,,,,,26,
S3f07addd,2015/6,,,,,,,,72,
S431e4afc,2017/8,,,,,,,,77,
S43338199,2015/6,,,,,,,,10,
S4396cb74,2014/5,,,,,,,,41,
S450b0a4d,2015/6,,,,,,,,73,
S47d783d6,2015/6,,,,,,,,45,47
S486adac1,2013/4,,,,,,,,63,
S48af9da3,2015/6,,,,,,,,51,
S49c217bc,2016/7,,,,,,,,25,
S4b41bb2d,2016/7,,,,,,,,68,
S4c0dfe2d,2015/6,,,,,,,,74,
S4ccf00bb,2014/5,,,,,,,,20,
S4d03a922,2015/6,,,,,,,,91,90
S4f2ea5c0,2017/8,,,,,,,,57,
S4fed147e,2017/8,,,,,,,,85,77
S50373e13,2014/5,,,,,,,,46,
S50449f44,2014/5,,,,,,,,6,
S5185b84f,2017/8,,,,,,,,72,
S51a18b44,2013/4,,,,,,,,44,
S523666e9,2015/6,,,,,,,,66,
S538056ab,2017/8,,,,,,,,48,
S53f5cef2,2014/5,,,,,,,,58,
S54981ccd,2015/6,,,,,,,,21,
S55cd85c4,2016/7,,,,,,,,61,
S5682c259,2015/6,,,,,,,,53,54
S58e50edd,2017/8,,,,,,,,50,
S5910790d,2014/5,,,,,,,,60,
S5a9b40a9,2014/5,,,,,,,,51,
S5b0e43b5,2013/4,,,,,,,,35,
S5b85e986,2014/5,,,,,,,,63,
S5c59e60f,2013/4,,,,,,,,29,
S5e096ce4,2014/5,,,,,,,,45,
S5e371bee,2016/7,,,,,,,,64,55
S5ed57ffa,2014/5,,,,,,,,72,
S5f7c9b7b,2015/6,,,,,,,,90,
S61685c7b,2013/4,,,,,,,,72,
S62ba0fb8,2015/6,,,,,,,,51,
S647fc0af,2017/8,,,,,,,,81,
S66cbe34a,2016/7,,,,,,,,32,
S6728a7b0,2014/5,,,,,,,,42,
S6959d559,2017/8,,,,,,,,82,
S6a3896b9,2013/4,,,,,,,,64,
S6a944dce,2013/4,,,,,,,,66,
S6b4294a0,2015/6,,,,,,,,68,
S6b80dca7,2014/5,,,,,,,,56,63
S6eeded5e,2016/7,,,,,,,,45,
S6f4944c3,2017/8,,,,,,,,74,
S70196c6a,2014/5,,,,,,,,81,
S703b5da9,2017/8,,,,,,,,65,46
S7169ad11,2013/4,,,,,,,,66,
S718cd9e7,2015/6,,,,,,,,60,
S71c7fa0a,2017/8,,,,,,,,82,
S739a48e2,2017/8,,,,,,,,60,
S789f80fb,2017/8,,,,,,,,58,
S78addea4,2017/8,,,,,,,,44,
S79b0e581,2014/5,,,,,,,,29,
S79b29e95,2013/4,,,,,,,,36,
S79ee5fe6,2017/8,,,,,,,,85,
S7aba0fb9,2017/8,,,,,,,,59,
S7cbc1b98,2013/4,,,,,,,,35,
S7d4a7c35,2013/4,,,,,,,,48,
S7db36a5b,2014/5,,,,,,,,51,
S7e15cab8,2014/5,,,,,,,,76,
S80cbe631,2014/5,,,,,,,,42,
S8117856e,2013/4,,,,,,,,53,
S8160cf35,2015/6,,,,,,,,71,58
S81a58767,2014/5,,,,,,,,36,
S81ab1988,2013/4,,,,,,,,51,
S81b064d2,2013/4,,,,,,,,31,
S825e342f,2016/7,,,,,,,,61,
S83e7738c,2015/6,,,,,,,,50,
S851a3d5d,2016/7,,,,,,,,56,
S858d25b3,2013/4,,,,,,,,36,
S85b853a4,2017/8,,,,,,,,47,
S87662c7c,2016/7,,,,,,,,65,
S8e33077a,2013/4,,,,,,,,35,
S8e4650f1,2013/4,,,,,,,,37,
S8ef625b0,2016/7,,,,,,,,36,34
S90f60be2,2013/4,,,,,,,,62,
S91464f0b,2017/8,,,,,,,,90,
S919a0e27,2014/5,,,,,,,,15,
S9263c94b,2016/7,,,,,,,,27,
S9341588c,2013/4,,,,,,,,29,
S948338fa,2014/5,,,,,,,,48,
S9564312a,2014/5,,,,,,,,49,
S957d3854,2013/4,,,,,,,,65,
S96b08ba2,2015/6,,,,,,,,32,
S98a47b81,2015/6,,,,,,,,18,
S9b401c1a,2016/7,,,,,,,,33,
S9bc45c38,2016/7,,,,,,,,71,
S9c8bd55c,2017/8,,,,,,,,92,
S9df88a61,2014/5,,,,,,,,69,
S9efa5924,2015/6,,,,,,,,83,
S9f6a7c7b,2017/8,,,,,,,,52,
Sa1490fd9,2016/7,,,,,,,,45,
Sa32a1a6e,2013/4,,,,,,,,44,
Sa34e332f,2014/5,,,,,,,,12,
Sa4b23bd4,2015/6,,,,,,,,2,
Sa6531aea,2016/7,,,,,,,,60,
Sa7de02a2,2017/8,,,,,,,,41,
Sa82081d7,2014/5,,,,,,,,46,
Saa06016f,2013/4,,,,,,,,24,
Saa7cac52,2017/8,,,,,,,,67,
Sab5df28d,2016/7,,,,,,,,67,
Sac3ad726,2014/5,,,,,,,,44,
Sadfae207,2015/6,,,,,,,,41,
Saf85612c,2016/7,,,,,,,,87,
Safcc5c6d,2017/8,,,,,,,,38,
Sb0c5e9cb,2015/6,,,,,,,,54,
Sb0e033ce,2013/4,,,,,,,,27,
Sb1837a3c,2013/4,,,,,,,,53,
Sb2db6ac2,2015/6,,,,,,,,74,
Sb425e43b,2015/6,,,,,,,,64,
Sb5ba34f2,2017/8,,,,,,,,65,
Sb5d9dd14,2014/5,,,,,,,,54,
Sb5e1dea5,2014/5,,,,,,,,44,
Sb6559da6,2013/4,,,,,,,,44,
Sb7a40e5a,2016/7,,,,,,,,62,
Sb7b0b260,2015/6,,,,,,,,69,57
Sb7da3128,2016/7,,,,,,,,51,
Sb95e54f7,2013/4,,,,,,,,53,56
Sba59be66,2016/7,,,,,,,,56,
Sbbf93f79,2016/7,,,,,,,,71,
Sbd995e20,2017/8,,,,,,,,43,
Sbdc903fb,2016/7,,,,,,,,50,52
Sbf5e3821,2013/4,,,,,,,,48,
Sc03d63dd,2013/4,,,,,,,,35,
Sc085dbf5,2015/6,,,,,,,,18,
Sc1301f79,2015/6,,,,,,,,91,
Sc1ee35e6,2013/4,,,,,,,,54,
Sc2ef6772,2016/7,,,,,,,,67,
Sc3e2a11b,2015/6,,,,,,,,69,
Sc3e5fc4c,2016/7,,,,,,,,68,
Sc6dbd231,2016/7,,,,,,,,57,
Sc7101219,2014/5,,,,,,,,53,
Sc90d2ea2,2015/6,,,,,,,,90,
Sc9d1b0fb,2017/8,,,,,,,,59,
Sc9dea1de,2015/6,,,,,,,,37,
Scaa8dca9,2014/5,,,,,,,,59,
Scab949e0,2017/8,,,,,,,,8,
Scb61ce93,2017/8,,,,,,,,46,
Scf14bf0e,2015/6,,,,,,,,40,50
Scf540362,2015/6,,,,,,,,53,
Sd164ae5d,2014/5,,,,,,,,20,
Sd26fae07,2016/7,,,,,,,,22,
Sd2f1f726,2014/5,,,,,,,,46,
Sd3e953f1,2014/5,,,,,,,,55,59
Sd4d04e4a,2014/5,,,,,,,,51,
Sd4f12d61,2014/5,,,,,,,,29,
Sd8b6ac57,2013/4,,,,,,,,42,
Sd9ea02e2,2015/6,,,,,,,,54,
Sda0690ba,2016/7,,,,,,,,45,
Sdbf07570,2013/4,,,,,,,,61,
Sdcac0ea2,2015/6,,,,,,,,72,
Sdd7fbc2a,2014/5,,,,,,,,6,
Sdf37a3be,2017/8,,,,,,,,93,
Se0a2f385,2013/4,,,,,,,,74,
Se14fc203,2017/8,,,,,,,,67,
Se20adb1c,2016/7,,,,,,,,69,
Se3af31f5,2014/5,,,,,,,,47,
Se71c71a3,2017/8,,,,,,,,41,
Se7c1fdd0,2016/7,,,,,,,,91,
Se8932895,2014/5,,,,,,,,37,
Se962c22a,2015/6,,,,,,,,45,
Sea8793da,2014/5,,,,,,,,40,
Seb72100e,2016/7,,,,,,,,15,
Sebcfe781,2013/4,,,,,,,,66,
Sec1bab4a,2017/8,,,,,,,,42,
Sec21f7ae,2017/8,,,,,,,,59,
Sec3d5ae4,2017/8,,,,,,,,65,
Sef9b5c31,2017/8,,,,,,,,66,
Sf03d166b,2015/6,,,,,,,,41,
Sf064bcee,2014/5,,,,,,,,45,
Sf073fb3a,2014/5,,,,,,,,54,
Sf0840af8,2014/5,,,,,,,,53,69
Sf1e443d0,2015/6,,,,,,,,95,
Sf2eec370,2015/6,,,,,,,,47,
Sf31038fa,2013/4,,,,,,,,48,
Sf38dbe74,2016/7,,,,,,,,53,
Sf64c7f8b,2015/6,,,,,,,,42,
Sf6842b8b,2017/8,,,,,,,,50,
Sf82c58d9,2016/7,,,,,,,,55,
Sf95a8bdd,2013/4,,,,,,,,57,
Sf95fad9e,2017/8,,,,,,,,77,
Sfec7c181,2013/4,,,,,,,,24,
S01a06579,2014/5,,,,,,,,,95
S032b07ed,2016/7,,,,,,,,,64
S03b7c17b,2014/5,,,,,,,,,57
S0eb75350,2016/7,,,,,,,,,12
S151e48fd,2017/8,,,,,,,,,58
S1b959a31,2016/7,,,,,,,,,51
S1e7bdf59,2014/5,,,,,,,,,57
S257598cf,2015/6,,,,,,,,,55
S3881179c,2015/6,,,,,,,,,77
S486dd5b4,2017/8,,,,,,,,,55
S4acc2112,2017/8,,,,,,,,,38
S4ff3e951,2014/5,,,,,,,,,46
S53035b79,2016/7,,,,,,,,,59
S577c39c3,2017/8,,,,,,,,,59
S5d6f853b,2016/7,,,,,,,,,61
S5d8ded73,2016/7,,,,,,,,,54
S5fbffa80,2017/8,,,,,,,,,30
S638355b4,2016/7,,,,,,,,,40
S6507a635,2017/8,,,,,,,,,37
S6cdf4c2c,2017/8,,,,,,,,,75
S71be2dd2,2014/5,,,,,,,,,84
S7367df18,2015/6,,,,,,,,,34
S7f646f8a,2015/6,,,,,,,,,38
S84462a49,2017/8,,,,,,,,,46
S9804c85a,2017/8,,,,,,,,,54
S9a18a287,2013/4,,,,,,,,,55
S9b26417f,2014/5,,,,,,,,,55
S9bf313ae,2015/6,,,,,,,,,50
Sa0549dfa,2013/4,,,,,,,,,80
Sa4de6a01,2016/7,,,,,,,,,57
Sa78291f3,2014/5,,,,,,,,,67
Sad13574b,2015/6,,,,,,,,,44
Sbac8bbd7,2017/8,,,,,,,,,32
Sbb8bfa67,2013/4,,,,,,,,,94
Sbe3dd8d5,2015/6,,,,,,,,,40
Sc30f720c,2015/6,,,,,,,,,45
Sc52f2d4e,2016/7,,,,,,,,,55
Sc6a6c6f8,2017/8,,,,,,,,,34
Sd238180a,2017/8,,,,,,,,,57
Sd56814e3,2014/5,,,,,,,,,50
Sd667cb53,2017/8,,,,,,,,,46
Sd7d1d070,2017/8,,,,,,,,,74
Sea59d0b1,2017/8,,,,,,,,,55
Sec5e0ab3,2017/8,,,,,,,,,60
See3f4f61,2014/5,,,,,,,,,72
Sf8133df9,2014/5,,,,,,,,,38
Sfccfc723,2015/6,,,,,,,,,45
Sfd306c06,2017/8,,,,,,,,,50
Sfeb2dbbf,2016/7,,,,,,,,,25
