"Gender","Domicile.on.Programme.Entry","Nationality","Fee.Status.Grouping","Fee.Status.Description","Programme.Of.Study.Sought.Title","Year.Of.Attendance","Year.Of.Programme","Course.Code","Course.Name","AnonID"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Physics",4,4,"PHYS08036","Mathematics for Physics 2","c3b0006c"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electrical And Mechanical Engineering",4,4,"PHYS08016","Physics 1A:  Foundations","62c04a72"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electrical And Mechanical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","62c04a72"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","11ffc83d"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Electronics and Computer Science",4,4,"SCEE08009","Engineering Mathematics 2A","b10df52a"
"M","Croatia","Croatia (EU)","SEU","EU/EEA fee rate","Mechanical Engineering with Management",4,4,"SCEE08009","Engineering Mathematics 2A","4692a06c"
"M","Spain","Spain (includes Ceuta, Melilla)","SEU","EU/EEA fee rate","Mechanical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","d520f10d"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"PHYS08016","Physics 1A:  Foundations","a144962b"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","f4ec204e"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",4,4,"PHYS08016","Physics 1A:  Foundations","36906b36"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",3,4,"PHYS08041","Algebra and Calculus","492dbde5"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","195f1210"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering with Management",4,4,"SCEE08009","Engineering Mathematics 2A","38d7e19e"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",3,2,"SCEE08009","Engineering Mathematics 2A","bb5633d6"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08016","Physics 1A:  Foundations","853fdc2d"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering with Management",4,4,"SCEE08009","Engineering Mathematics 2A","65b20f03"
"M","Italy","United Kingdom","SEU","EU/EEA fee rate","Mathematics",3,3,"PHYS08016","Physics 1A:  Foundations","a16d3633"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Electrical And Mechanical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","23d8140d"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,5,"PHYS08041","Algebra and Calculus","36182eac"
"F","Spain","Spain (includes Ceuta, Melilla)","SEU","EU/EEA fee rate","Chemical Physics with a Year Abroad",4,4,"PHYS08016","Physics 1A:  Foundations","a6d31415"
"M","Belgium","Belgium","SEU","EU/EEA fee rate","Civil Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","96acaf53"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",3,2,"PHYS08016","Physics 1A:  Foundations","8c97aab6"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",3,2,"PHYS08035","Mathematics for Physics 1","8c97aab6"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",3,2,"PHYS08036","Mathematics for Physics 2","8c97aab6"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Physics with a Year Abroad",4,4,"PHYS08016","Physics 1A:  Foundations","e3273da9"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Physics with a Year Abroad",4,4,"PHYS08035","Mathematics for Physics 1","e3273da9"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Physics with a Year Abroad",4,4,"PHYS08036","Mathematics for Physics 2","e3273da9"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",3,2,"PHYS08016","Physics 1A:  Foundations","3a8f86e8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",3,2,"PHYS08035","Mathematics for Physics 1","3a8f86e8"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",3,2,"PHYS08036","Mathematics for Physics 2","3a8f86e8"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Artificial Intelligence",4,4,"PHYS08016","Physics 1A:  Foundations","a93dd789"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","3ee92a94"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering with Management",4,4,"SCEE08009","Engineering Mathematics 2A","ec8f42dd"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mechanical Engineering",4,4,"PHYS08016","Physics 1A:  Foundations","de4d59a2"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mechanical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","de4d59a2"
"M","Wales","United Kingdom","RUK","England/Wales/N Ireland fee rate","Theoretical Physics",3,4,"PHYS08041","Algebra and Calculus","85aff6a"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","b9afb122"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",3,2,"PHYS08016","Physics 1A:  Foundations","838a1ddb"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",3,2,"PHYS08035","Mathematics for Physics 1","838a1ddb"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",3,2,"PHYS08036","Mathematics for Physics 2","838a1ddb"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",4,3,"PHYS08016","Physics 1A:  Foundations","6431a949"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",4,3,"PHYS08035","Mathematics for Physics 1","6431a949"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Physics",4,3,"PHYS08036","Mathematics for Physics 2","6431a949"
"F","Poland","Poland","SEU","EU/EEA fee rate","Civil Engineering",4,4,"PHYS08016","Physics 1A:  Foundations","3d1b4bb0"
"F","Poland","Poland","SEU","EU/EEA fee rate","Civil Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","3d1b4bb0"
"F","Germany","Germany","SEU","EU/EEA fee rate","Chemistry with a Year Abroad",4,5,"PHYS08016","Physics 1A:  Foundations","9f3bca6e"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mathematics",4,4,"PHYS08016","Physics 1A:  Foundations","df5346aa"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Theoretical Physics",2,1,"PHYS08016","Physics 1A:  Foundations","f1208a60"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Theoretical Physics",2,1,"PHYS08035","Mathematics for Physics 1","f1208a60"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Theoretical Physics",2,1,"PHYS08036","Mathematics for Physics 2","f1208a60"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",3,3,"PHYS08016","Physics 1A:  Foundations","816663f7"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",3,3,"SCEE08009","Engineering Mathematics 2A","816663f7"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08016","Physics 1A:  Foundations","def891bb"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08035","Mathematics for Physics 1","def891bb"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08036","Mathematics for Physics 2","def891bb"
"M","Czech Republic","Czech Republic","SEU","EU/EEA fee rate","Electronics and Electrical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","c1740f1b"
"M","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Electronics and Software Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","11d7b966"
"M","United States of America","United Kingdom","OVERSEAS","Overseas/International fee rate","Artificial Intelligence and Computer Science",4,4,"PHYS08016","Physics 1A:  Foundations","c505c19a"
"M","United States of America","United Kingdom","OVERSEAS","Overseas/International fee rate","Artificial Intelligence and Computer Science",4,4,"PHYS08035","Mathematics for Physics 1","c505c19a"
"M","United States of America","United Kingdom","OVERSEAS","Overseas/International fee rate","Artificial Intelligence and Computer Science",4,4,"PHYS08036","Mathematics for Physics 2","c505c19a"
"F","Argentina","United Kingdom","OVERSEAS","Overseas/International fee rate","Mechanical Engineering",4,5,"SCEE08009","Engineering Mathematics 2A","95d68bed"
"M","France","France (includes Corsica)","SEU","EU/EEA fee rate","Theoretical Physics",3,3,"PHYS08016","Physics 1A:  Foundations","3b745eaf"
"F","Vietnam","Vietnam [Viet Nam]","OVERSEAS","Overseas/International fee rate","Theoretical Physics",4,5,"PHYS08041","Algebra and Calculus","e5870087"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08016","Physics 1A:  Foundations","24ed3cd7"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08035","Mathematics for Physics 1","24ed3cd7"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08036","Mathematics for Physics 2","24ed3cd7"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Chemical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","44b1f671"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",3,3,"PHYS08016","Physics 1A:  Foundations","bd57eb7a"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",3,3,"PHYS08035","Mathematics for Physics 1","bd57eb7a"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",3,3,"PHYS08036","Mathematics for Physics 2","bd57eb7a"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,3,"PHYS08016","Physics 1A:  Foundations","9298925c"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,3,"PHYS08035","Mathematics for Physics 1","9298925c"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,3,"PHYS08036","Mathematics for Physics 2","9298925c"
"F","England","Italy (includes Sardinia, Sicily)","SEU","EU/EEA fee rate","Structural Engineering with Architecture",4,4,"SCEE08009","Engineering Mathematics 2A","f959cbc2"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",3,3,"PHYS08016","Physics 1A:  Foundations","f71e416a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",3,3,"PHYS08035","Mathematics for Physics 1","f71e416a"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",3,3,"PHYS08036","Mathematics for Physics 2","f71e416a"
"M","Wales","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",4,4,"PHYS08016","Physics 1A:  Foundations","1e8ffd85"
"M","Wales","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",4,4,"PHYS08035","Mathematics for Physics 1","1e8ffd85"
"M","Wales","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",4,4,"PHYS08036","Mathematics for Physics 2","1e8ffd85"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Chemical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","9360057d"
"M","England","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",3,2,"PHYS08016","Physics 1A:  Foundations","2f0a4fc7"
"M","England","United Kingdom","SEU","Scotland fee rate","Mechanical Engineering",3,2,"SCEE08009","Engineering Mathematics 2A","2f0a4fc7"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",4,4,"PHYS08016","Physics 1A:  Foundations","15126ebd"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",4,4,"PHYS08035","Mathematics for Physics 1","15126ebd"
"F","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",4,4,"PHYS08036","Mathematics for Physics 2","15126ebd"
"M","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Mechanical Engineering",4,4,"PHYS08016","Physics 1A:  Foundations","808b080e"
"M","Cyprus (European Union)","Cyprus (European Union)","SEU","EU/EEA fee rate","Mechanical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","808b080e"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",3,3,"PHYS08041","Algebra and Calculus","89d34502"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",4,4,"PHYS08016","Physics 1A:  Foundations","a7b7eb35"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",4,4,"PHYS08035","Mathematics for Physics 1","a7b7eb35"
"M","Scotland","United Kingdom","SEU","Scotland fee rate","Astrophysics",4,4,"PHYS08036","Mathematics for Physics 2","a7b7eb35"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",4,4,"PHYS08016","Physics 1A:  Foundations","863f18bb"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",4,4,"PHYS08035","Mathematics for Physics 1","863f18bb"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Astrophysics",4,4,"PHYS08036","Mathematics for Physics 2","863f18bb"
"M","Wales","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,3,"PHYS08016","Physics 1A:  Foundations","1ed8c313"
"M","Wales","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,3,"PHYS08035","Mathematics for Physics 1","1ed8c313"
"M","Wales","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,3,"PHYS08036","Mathematics for Physics 2","1ed8c313"
"M","Italy","Italy (includes Sardinia, Sicily)","SEU","EU/EEA fee rate","Electronics and Computer Science",4,4,"SCEE08009","Engineering Mathematics 2A","d35fb72f"
"M","Northern Ireland","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematics",4,4,"PHYS08036","Mathematics for Physics 2","c1804a2a"
"F","England","United Kingdom","SEU","EU/EEA fee rate","Mechanical Engineering with Management",3,3,"SCEE08009","Engineering Mathematics 2A","fa1a1c59"
"F","Netherlands","Netherlands","SEU","EU/EEA fee rate","Structural Engineering with Architecture",4,4,"SCEE08009","Engineering Mathematics 2A","cbccee2b"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Chemistry with a Year Abroad",3,2,"PHYS08016","Physics 1A:  Foundations","abb98495"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Chemistry with a Year Abroad",3,2,"PHYS08035","Mathematics for Physics 1","abb98495"
"F","Scotland","United Kingdom","SEU","Scotland fee rate","Chemistry with a Year Abroad",3,2,"PHYS08036","Mathematics for Physics 2","abb98495"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematical Physics",4,4,"PHYS08016","Physics 1A:  Foundations","13a200ae"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Mathematical Physics",4,4,"PHYS08036","Mathematics for Physics 2","13a200ae"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08016","Physics 1A:  Foundations","a13947c3"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08035","Mathematics for Physics 1","a13947c3"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Physics",4,4,"PHYS08036","Mathematics for Physics 2","a13947c3"
"F","China","China","OVERSEAS","Overseas/International fee rate","Ordinary Sciences",4,3,"PHYS08016","Physics 1A:  Foundations","12bf50c0"
"F","Spain","Spain (includes Ceuta, Melilla)","SEU","EU/EEA fee rate","Mechanical Engineering with Renewable Energy",4,4,"SCEE08009","Engineering Mathematics 2A","506a7c3d"
"M","England","United Kingdom","RUK","England/Wales/N Ireland fee rate","Structural Engineering with Architecture",4,4,"SCEE08009","Engineering Mathematics 2A","55b065ad"
"M","Lithuania","Lithuania","SEU","EU/EEA fee rate","Chemical Physics with Industrial Experience",4,4,"PHYS08041","Algebra and Calculus","4416f370"
"M","England","Nigeria","OVERSEAS","Overseas/International fee rate","Mathematics and Statistics",3,3,"PHYS08016","Physics 1A:  Foundations","25df2c22"
"M","England","Nigeria","OVERSEAS","Overseas/International fee rate","Mathematics and Statistics",3,3,"PHYS08036","Mathematics for Physics 2","25df2c22"
"F","Spain","Spain (includes Ceuta, Melilla)","SEU","EU/EEA fee rate","Mechanical Engineering",4,4,"PHYS08016","Physics 1A:  Foundations","e7a3675a"
"F","Spain","Spain (includes Ceuta, Melilla)","SEU","EU/EEA fee rate","Mechanical Engineering",4,4,"SCEE08009","Engineering Mathematics 2A","e7a3675a"
"M","Russia","Russia [Russian Federation]","OVERSEAS","Overseas/International fee rate","Chemical Engineering with Management",3,4,"SCEE08009","Engineering Mathematics 2A","31a3a36f"
"F","Nigeria","Nigeria","OVERSEAS","Overseas/International fee rate","Medical Sciences",4,4,"PHYS08016","Physics 1A:  Foundations","fc24d753"
"F","Estonia","Estonia","SEU","EU/EEA fee rate","Mathematics and Physics",4,4,"PHYS08016","Physics 1A:  Foundations","31e781a2"
